"FamilyName","GivenName","Prefix","Gender","Age","Class","Joined","url","Price","Survived"
"YŪSUF","Michael (Shafīq) Peter","Master",NA,"4","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/michael-peter_shafiq_joseph.html","22.36",1
"YŪSUF","Nabīah (Mary)","Miss","Female","2","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/anna-mary-joseph-peter-joseph.html","22.36",1
"ABBING","Anthony","Mr","Male","41","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/anthony-abbing.html","7.55",0
"ABBOTT","Rossmore Edward","Mr","Male","16","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/rossmore-edward-abbott.html","20.25",0
"ABBOTT","Eugene Joseph","Mr","Male","13","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/eugene-joseph-abbott.html","20.25",0
"ABBOTT","Ernest Owen","Mr","Male","21","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ernest-owen-abbott.html","NA",0
"ABELSON","Samuel","Mr","Male","30","2nd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/samuel-abelson.html","24.00",0
"ABĪ SA'B","Jirjis Yūsuf","Mr","Male","45","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/gerios-yousseff-abi-saab.html","7.23",0
"ABĪ SHADĪD","Dāhir","Mr","Male","19","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/daher-shedid.html","7.23",0
"ABRAMS","William Thomas","Mr","Male","34","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-thomas-abrams.html","NA",0
"ÅDAHL","Mauritz","Mr","Male","30","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/mauritz-adahl.html","7.25",0
"ADAMS","John","Mr","Male","26","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/john-adams.html","8.05",0
"ADAMS","Robert John","Mr","Male","26","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/r-adams.html","NA",0
"AHIER","Percy Snowden","Mr","Male","20","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/percy-snowden-ahier.html","NA",0
"AHLIN","Johanna Persdotter","Mrs","Male","40","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/johanna-persdotter-ahlin.html","9.47",0
"AHMED","Ali","Mr","Male","24","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ahmed-ali.html","7.05",0
"ÄIJÖ-NIRVA","Isakki Antonpoika","Mr","Male","41","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/iisakki-aijo-nirva.html","7.12",0
"AKERMAN","Albert Edward","Mr","Male","31","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/albert-akerman.html","NA",0
"AKERMAN","Joseph Francis","Mr","Male","37","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/joseph-francis-akerman.html","NA",0
"AL-MUNÀ","Farīd Husayn Qāsim","Mr","Male","19","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/fared-kassem-houssein.html","7.23",0
"ALDWORTH","Augustus Henry","Mr","Male","35","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/augustus-aldworth.html","13.00",0
"ALEXANDER","William Albert","Mr","Male","24","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-alexander.html","7.89",0
"ALHOMÄKI","Ilmari Rudolf","Mr","Male","19","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ilmari-rudolf-alhomaki.html","7.93",0
"ALI","William","Mr","Male","25","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-ali.html","7.05",0
"ALLARIA","Battista Antonio","Mr","Male","22","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/battista-antonio-allaria.html","NA",0
"ALLEN","William Henry","Mr","Male","39","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-henry-allen.html","8.05",0
"ALLEN","Henry","Mr","Male","30","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/henry-allen.html","NA",0
"ALLEN","George","Mr","Male","26","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/george-allen.html","NA",0
"ALLEN","Robert Spencer","Mr","Male","35","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/robert-spencer-allan.html","NA",0
"ALLISON","Hudson Joshua Creighton","Mr","Male","30","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/hudson-joshua-creighton.html","151.80",0
"ALLISON","Bess Waldo","Mrs","Male","25","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/bessie-waldo-allison.html","151.80",0
"ALLISON","Helen Loraine","Miss","Female","2","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/loraine-allison.html","151.80",0
"ALLSOP","Alfred Samuel","Mr","Male","36","Engineering Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/alfred-samuel-allsop.html","NA",0
"ALLSOP","Frank Richard","Mr","Male","43","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/frank-richard-allsop.html","NA",0
"ALLUM","Owen George","Mr","Male","17","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/owen-george-allum.html","8.30",0
"ANDERSEN","Albert Kaurin","Mr","Male","33","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/albert-karvin-andersen.html","22.52",0
"ANDERSON","Walter Yuill","Mr","Male","50","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/walter-anderson.html","NA",0
"ANDERSSON","Johan Samuel","Mr","Male","26","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/johan-samuel-andersson.html","7.78",0
"ANDERSSON","Ida Augusta Margareta","Miss","Female","38","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ida-augusta-margareta-andersson.html","7.78",0
"ANDERSSON","Anders Johan","Mr","Male","39","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/anders-andersson.html","31.27",0
"ANDERSSON","Alfrida Konstantia Brogren","Mrs","Male","39","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/alfrida-konstantia-brogren-andersson.html","31.27",0
"ANDERSSON","Sigrid Elisabeth","Miss","Female","11","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/sigrid-elisabeth-andersson.html","31.27",0
"ANDERSSON","Ingeborg Constanzia","Miss","Female","9","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ingeborg-constanzia-andersson.html","31.27",0
"ANDERSSON","Ebba Iris Alfrida","Miss","Female","6","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ebba-iris-alfrida-andersson.html","31.27",0
"ANDERSSON","Sigvard Harald Elias","Master",NA,"4","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/sigvard-harald-elias-andersson.html","31.27",0
"ANDERSSON","Ellis Anna Maria","Miss","Female","2","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ellis-anna-maria-andersson.html","31.27",0
"ANDREASSON","Pål Edvin","Mr","Male","20","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/paul-edvin-andreasson.html","7.85",0
"ANDREW","Edgar Samuel","Mr","Male","17","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/edgar-samuel-andrew.html","11.50",0
"ANDREW","Frank Thomas","Mr","Male","26","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/frank-thomas-andrew.html","10.50",0
"ANDREWS","Thomas","Mr","Male","39","1st Class Passenger","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/thomas-andrews.html","NA",0
"ANGLE","William","Mr","Male","31","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-angle.html","26.00",0
"ARNOLD-FRANCHI","Josef","Mr","Male","25","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/josef-arnold-franchi.html","17.80",0
"ARNOLD-FRANCHI","Josefine","Mrs","Male","18","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/josefine-arnold-franchi.html","17.80",0
"ARONSSON","Ernst Axel Algot","Mr","Male","25","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ernst-axel-algot-aronsson.html","7.78",0
"ARTAGAVEYTIA","Ramon","Mr","Male","71","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/ramon-artagaveytia.html","49.50",0
"ASHBY","John","Mr","Male","57","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/john-ashby.html","13.00",0
"ASHCROFT","Austin Aloysius","Mr","Male","26","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/austin-aloysius-ashcroft.html","NA",0
"ASHE","Henry Wellesley","Mr","Male","41","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/henry-wellesley-ashe.html","NA",0
"ASIM","Adola","Mr","Male","35","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/adola-asim.html","7.05",0
"ASPESLAGH","Georges","Mr","Male","26","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/georges-aspeslagh.html","NA",0
"ASPLUND","Carl Oscar Vilhelm Gustafsson","Mr","Male","40","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/carl-asplund.html","31.39",0
"ASPLUND","Carl Edgar","Master",NA,"5","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/carl-edgar-asplund.html","31.39",0
"ASPLUND","Filip Oscar","Master",NA,"13","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/filip-oscar-asplund.html","31.39",0
"ASPLUND","Clarence Gustaf Hugo","Master",NA,"9","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/clarence-gustaf-hugo-asplund.html","31.39",0
"ASSAM","Ali","Mr","Male","23","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ali-assam.html","7.05",0
"ASTOR","John Jacob","Colonel",NA,"47","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/john-jacob-astor.html","247.53",0
"ATĀ ALLĀH","Malakah","Miss","Female","18","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/malake-attalah.html","14.46",0
"ATTALA","Sleiman Khalil","Mr","Male","27","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/sleiman-attala.html","7.23",0
"AUGUSTSSON","Albert","Mr","Male","23","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/albert-augustsson.html","7.85",0
"AYLING","Edwin George","Mr","Male","23","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/george-edwin-ayling.html","NA",0
"BACK","Charles Frederick","Mr","Male","37","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/charles-frederick-back.html","NA",0
"BACKSTRÖM","Karl Alfred","Mr","Male","32","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/karl-alfred-backstrom.html","15.85",0
"BADT","Mohamed","Mr","Male","40","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/mohamed-badt.html","7.23",0
"BAGLEY","Edward Henry","Mr","Male","33","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/edward-ernest-bagley.html","NA",0
"BAILEY","Percy","Mr","Male","18","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/percy-andrew-bailey.html","11.50",0
"BAILEY","George Frank","Mr","Male","46","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/george-bailey.html","NA",0
"BAILEY","George","Mr","Male","44","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/george-francis-bailey.html","NA",0
"BAINBRIGGE","Charles Robert","Mr","Male","22","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/charles-robert-bainbrigge.html","10.50",0
"BAINES","Richard","Mr","Male","58","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/richard-baines.html","NA",0
"BALIKIĆ","Ćerim","Mr","Male","26","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/cerin-balkic.html","7.90",0
"BANEWER","Solomon","Mr","Male","42","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/solomon-bowenur.html","13.00",0
"BANFI","Ugo","Mr","Male","24","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ugo-banfi.html","NA",0
"BANFIELD","Frederick James","Mr","Male","28","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/frederick-james-banfield.html","10.50",0
"BANNON","John Joseph","Mr","Male","34","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/john-bannon.html","NA",0
"BARBARA","Catherine David","Mrs","Male","45","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/catherine-david-barbara.html","14.45",0
"BARBARA","Saiide","Miss","Female","18","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/saiide-barbara.html","14.45",0
"BARKER","Albert Vale","Mr","Male","19","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/albert-vale-barker.html","NA",0
"BARKER","Ernest Thomas","Mr","Male","40","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ernest-barker.html","NA",0
"BARKER","Reginald Lomond","Mr","Male","42","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/reginald-lomond-barker.html","NA",0
"BARLOW","Charles Henry","Mr","Male","30","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/charles-barlow.html","NA",0
"BARLOW","George","Mr","Male","39","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/george-barlow.html","NA",0
"BARNES","Charles","Mr","Male","29","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/charles-barnes.html","NA",0
"BARNES","John","Mr","Male","39","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/john-barnes.html","NA",0
"BARNES","Frederick Charles","Mr","Male","40","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/baker-frederick-barnes.html","NA",0
"BARRATT","Arthur","Mr","Male","16","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/arthur-barratt.html","NA",0
"BARRETT","Frederick William","Mr","Male","33","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/frederick-william-barrett.html","NA",0
"BARRINGER","Arthur William","Mr","Male","34","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/arthur-william-barringer.html","NA",0
